User ID Date Description Credit (Rs.) Debit (Rs.) Balance (Rs.)
"IN04 0001 2345 6789 03/01/2024 Uber Ride 461.64 44,738.36"
"IN04 0004 5678 9012 11/03/2024 Refund - Amazon 740.15 60,048.37"
"IN04 0004 5678 9012 11/03/2024 Salary Credit 28,106.17 88,154.54"
"IN04 0004 5678 9012 12/03/2024 NEFT Outward 17,949.71 106,104.25"
"IN04 0004 5678 9012 12/03/2024 Cafe Coffee Day 1,631.98 104,472.27"
"IN04 0004 5678 9012 12/03/2024 NEFT Inward 9,041.33 95,430.94"
"IN04 0004 5678 9012 13/03/2024 Ola Ride 296.59 95,134.35"
"IN04 0004 5678 9012 13/03/2024 Term Plan 10,317.42 84,816.93"
"IN04 0004 5678 9012 15/03/2024 Metro Card Recharge 987.39 83,829.54"
"IN04 0004 5678 9012 15/03/2024 NEFT Inward 37,747.41 46,082.13"
"IN04 0004 5678 9012 15/03/2024 Prime Video 306.27 45,775.86"
"IN04 0004 5678 9012 16/03/2024 Prime Video 621.34 45,154.52"
"IN04 0004 5678 9012 16/03/2024 Lab Test 7,091.97 38,062.55"
"IN04 0004 5678 9012 16/03/2024 PPF Contribution 4,836.13 33,226.42"
"IN04 0004 5678 9012 17/03/2024 Broadband Bill 1,224.96 32,001.46"
"IN04 0004 5678 9012 17/03/2024 Hospital Bill 16,132.89 15,868.57"
"IN04 0004 5678 9012 17/03/2024 GST Refund 3,656.60 19,525.17"
"IN04 0004 5678 9012 18/03/2024 DTH Recharge 3,029.88 16,495.29"
"IN04 0004 5678 9012 18/03/2024 Water Bill 1,585.83 14,909.46"
"IN04 0004 5678 9012 18/03/2024 Car Insurance 1,458.68 13,450.78"
"IN04 0004 5678 9012 19/03/2024 Amazon Purchase 6,260.02 7,190.76"
"IN04 0004 5678 9012 19/03/2024 Cashback Credit 2,101.84 9,292.60"
"IN04 0004 5678 9012 19/03/2024 Bonus Credit 58,268.53 67,561.13"
"IN04 0004 5678 9012 20/03/2024 Uber Ride 2,505.24 65,055.89"
"IN04 0004 5678 9012 21/03/2024 Bonus Credit 8,167.47 73,223.36"
"IN04 0004 5678 9012 21/03/2024 Car Insurance 12,601.49 60,621.87"
"IN04 0004 5678 9012 22/03/2024 PPF Contribution 37,122.87 23,499.00"
"IN04 0004 5678 9012 22/03/2024 Ola Ride 2,384.10 21,114.90"
"IN04 0004 5678 9012 23/03/2024 Lab Test 1,224.25 19,890.65"
"IN04 0004 5678 9012 24/03/2024 Myntra Order 6,373.92 13,516.73"
"IN04 0004 5678 9012 24/03/2024 Stock Purchase 1,907.91 11,608.82"
"IN04 0004 5678 9012 24/03/2024 Loan Repayment 774.86 10,833.96"
"IN04 0004 5678 9012 25/03/2024 UPI Received 671.02 10,162.94"
"IN04 0004 5678 9012 25/03/2024 Mutual Fund SIP 657.41 9,505.53"
"IN04 0004 5678 9012 27/03/2024 DTH Recharge 386.70 9,118.83"
"IN04 0004 5678 9012 27/03/2024 Prime Video 1,329.52 7,789.31"
"IN04 0004 5678 9012 28/03/2024 Spotify Premium 173.10 7,616.21"
"IN04 0004 5678 9012 29/03/2024 IRCTC Ticket 1,746.83 5,869.38"
"IN04 0004 5678 9012 29/03/2024 Health Insurance 318.07 5,551.31"
"IN04 0004 5678 9012 30/03/2024 Credit Card Payment 305.52 5,245.79"
"IN04 0004 5678 9012 31/03/2024 Rental Income 70,433.24 75,679.03"
"IN04 0004 5678 9012 01/04/2024 Lab Test 2,007.08 73,671.95"
"IN04 0004 5678 9012 01/04/2024 IMPS Transfer 32,967.93 106,639.88"
"IN04 0004 5678 9012 02/04/2024 Prime Video 676.20 105,963.68"
"IN04 0004 5678 9012 02/04/2024 Refund - Flipkart 556.97 106,520.65"
"IN04 0004 5678 9012 03/04/2024 Freelance Payment 67,368.02 173,888.67"
"IN04 0004 5678 9012 05/04/2024 Mutual Fund SIP 6,270.00 167,618.67"
"IN04 0004 5678 9012 05/04/2024 Electricity Bill 2,449.64 165,169.03"
"IN04 0004 5678 9012 05/04/2024 Lab Test 2,866.38 162,302.65"
"IN04 0004 5678 9012 06/04/2024 Cashback Credit 902.43 163,205.08"
"IN04 0004 5678 9012 06/04/2024 Pharmacy Purchase 14,914.76 148,290.32"
"IN04 0004 5678 9012 06/04/2024 Flipkart Order 2,104.97 146,185.35"
"IN04 0004 5678 9012 07/04/2024 Mobile Recharge 529.71 145,655.64"
"IN04 0004 5678 9012 08/04/2024 Electricity Bill 2,181.54 143,474.10"
"IN04 0004 5678 9012 12/04/2024 Loan Repayment 2,232.99 141,241.11"
"IN04 0004 5678 9012 12/04/2024 Amazon Purchase 11,937.22 129,303.89"
"IN04 0004 5678 9012 12/04/2024 Dividend Credit 9,444.89 138,748.78"
"IN04 0004 5678 9012 14/04/2024 Swiggy Order 809.98 137,938.80"
"IN04 0004 5678 9012 14/04/2024 Swiggy Order 1,973.34 135,965.46"
"IN04 0004 5678 9012 15/04/2024 NEFT Outward 7,554.32 143,519.78"
"IN04 0004 5678 9012 17/04/2024 Car Insurance 14,257.48 129,262.30"
"IN04 0004 5678 9012 18/04/2024 Spotify Premium 1,297.05 127,965.25"
"IN04 0004 5678 9012 18/04/2024 Credit Card Payment 18,775.74 109,189.51"
"IN04 0004 5678 9012 22/04/2024 Mobile Recharge 1,449.93 107,739.58"
"IN04 0004 5678 9012 23/04/2024 Refund - Amazon 4,869.22 112,608.80"
"IN04 0004 5678 9012 25/04/2024 GST Refund 1,863.99 114,472.79"
"IN04 0004 5678 9012 26/04/2024 Mutual Fund SIP 9,452.00 105,020.79"
"IN04 0004 5678 9012 27/04/2024 Airport Cab 6,663.94 98,356.85"
"IN04 0004 5678 9012 27/04/2024 Metro Card Recharge 382.89 97,973.96"
"IN04 0004 5678 9012 28/04/2024 Mall Shopping 1,832.68 96,141.28"
"IN04 0004 5678 9012 28/04/2024 Internet Bill 3,835.14 92,306.14"
"IN04 0004 5678 9012 29/04/2024 Salary Credit 11,168.60 103,474.74"
"IN04 0004 5678 9012 29/04/2024 Mutual Fund SIP 19,546.67 83,928.07"
"IN04 0004 5678 9012 30/04/2024 IMPS Transfer 27,544.45 56,383.62"
"IN04 0004 5678 9012 30/04/2024 Bus Pass 1,251.48 55,132.14"
"IN04 0004 5678 9012 30/04/2024 Term Plan 3,237.38 51,894.76"
"IN04 0004 5678 9012 02/05/2024 Cash Deposit 3,996.30 47,898.46"
"IN04 0004 5678 9012 02/05/2024 Cash Deposit 13,605.86 34,292.60"
"IN04 0004 5678 9012 02/05/2024 Airport Cab 15,823.07 18,469.53"
"IN04 0004 5678 9012 05/05/2024 Airport Cab 1,119.21 17,350.32"
"IN04 0004 5678 9012 06/05/2024 Myntra Order 941.86 16,408.46"
"IN04 0004 5678 9012 07/05/2024 Flipkart Order 12,604.02 3,804.44"
"IN04 0004 5678 9012 07/05/2024 Broadband Bill 489.20 3,315.24"
"IN04 0004 5678 9012 07/05/2024 Postpaid Bill 930.70 2,384.54"
"IN04 0004 5678 9012 08/05/2024 Prime Video 1,033.01 1,351.53"
"IN04 0004 5678 9012 08/05/2024 Airport Cab 105.58 1,245.95"
"IN04 0004 5678 9012 08/05/2024 Mutual Fund SIP 165.27 1,080.68"
IN04 0004 5678 9012 09/05/2024 ATM Withdrawal 204.22 876.46
IN04 0004 5678 9012 11/05/2024 ATM Withdrawal 126.52 749.94
IN04 0004 5678 9012 11/05/2024 Cash Deposit 165.67 584.27
IN04 0004 5678 9012 11/05/2024 Amazon Purchase 138.00 446.27
IN04 0004 5678 9012 12/05/2024 Loan Repayment 158.11 288.16
IN04 0004 5678 9012 12/05/2024 PPF Contribution 89.69 198.47
IN04 0004 5678 9012 12/05/2024 Insurance Premium 25.93 172.54
"IN04 0004 5678 9012 13/05/2024 Refund - Amazon 1,948.97 2,121.51"
"IN04 0004 5678 9012 13/05/2024 Prime Video 719.02 1,402.49"
IN04 0004 5678 9012 13/05/2024 Swiggy Order 508.02 894.47
"IN04 0004 5678 9012 14/05/2024 Refund - Flipkart 2,482.82 3,377.29"
"IN04 0004 5678 9012 14/05/2024 Gas Bill 271.48 3,105.81"
"IN04 0004 5678 9012 16/05/2024 Cash Deposit 327.62 2,778.19"
"IN04 0004 5678 9012 16/05/2024 Salary Credit 34,353.86 37,132.05"
"IN04 0004 5678 9012 16/05/2024 PPF Contribution 1,983.82 35,148.23"
"IN04 0004 5678 9012 17/05/2024 Loan Repayment 10,294.00 24,854.23"
"IN04 0004 5678 9012 17/05/2024 Cafe Coffee Day 189.19 24,665.04"
"IN04 0004 5678 9012 18/05/2024 Hotstar 136.69 24,528.35"
"IN04 0004 5678 9012 18/05/2024 Cashback Credit 1,933.84 26,462.19"
"IN04 0004 5678 9012 19/05/2024 BookMyShow 676.11 25,786.08"
"IN04 0004 5678 9012 19/05/2024 Zomato Order 679.23 25,106.85"
"IN04 0004 5678 9012 19/05/2024 Cash Deposit 12,054.37 13,052.48"
"IN04 0004 5678 9012 21/05/2024 Myntra Order 2,712.73 10,339.75"
"IN04 0004 5678 9012 21/05/2024 Rental Income 7,803.32 18,143.07"
"IN04 0004 5678 9012 22/05/2024 NEFT Inward 36,076.11 54,219.18"
"IN04 0004 5678 9012 22/05/2024 Broadband Bill 922.77 53,296.41"
"IN04 0004 5678 9012 22/05/2024 Prime Video 898.07 52,398.34"
"IN04 0004 5678 9012 23/05/2024 UPI Payment 32,371.40 84,769.74"
"IN04 0004 5678 9012 23/05/2024 ATM Withdrawal 7,051.37 77,718.37"
"IN04 0004 5678 9012 24/05/2024 DTH Recharge 1,567.65 76,150.72"
"IN04 0004 5678 9012 24/05/2024 Hotel Booking 15,059.47 61,091.25"
"IN04 0004 5678 9012 26/05/2024 Lab Test 1,045.87 60,045.38"
"IN04 0004 5678 9012 27/05/2024 EMI Debit 19,112.60 40,932.78"
"IN04 0004 5678 9012 27/05/2024 Meesho 1,602.06 39,330.72"
"IN04 0004 5678 9012 27/05/2024 BookMyShow 193.24 39,137.48"
"IN04 0004 5678 9012 28/05/2024 Hotel Booking 10,615.30 28,522.18"
"IN04 0004 5678 9012 28/05/2024 Myntra Order 7,668.67 20,853.51"
"IN04 0004 5678 9012 28/05/2024 Gym Membership 13,302.79 7,550.72"
"IN04 0004 5678 9012 29/05/2024 Metro Card Recharge 1,236.79 6,313.93"
"IN04 0004 5678 9012 29/05/2024 NEFT Inward 360.01 5,953.92"
"IN04 0004 5678 9012 31/05/2024 UPI Received 448.72 5,505.20"
"IN04 0004 5678 9012 01/06/2024 Health Insurance 447.29 5,057.91"
"IN04 0004 5678 9012 01/06/2024 GST Refund 4,676.45 9,734.36"
"IN04 0004 5678 9012 01/06/2024 Postpaid Bill 182.89 9,551.47"
"IN04 0004 5678 9012 02/06/2024 Prime Video 305.99 9,245.48"
"IN04 0004 5678 9012 03/06/2024 Postpaid Bill 1,171.51 8,073.97"
"IN04 0004 5678 9012 04/06/2024 IRCTC Ticket 586.81 7,487.16"
"IN04 0004 5678 9012 04/06/2024 ATM Withdrawal 435.08 7,052.08"
"IN04 0004 5678 9012 04/06/2024 Hospital Bill 5,203.29 1,848.79"
"IN04 0004 5678 9012 05/06/2024 Hotel Booking 138.90 1,709.89"
"IN04 0004 5678 9012 06/06/2024 Loan Repayment 201.86 1,508.03"
"IN04 0004 5678 9012 07/06/2024 Flight Ticket - IndiGo 137.22 1,370.81"
"IN04 0004 5678 9012 07/06/2024 Grocery - BigBasket 131.32 1,239.49"
"IN04 0004 5678 9012 07/06/2024 Freelance Payment 53,322.04 54,561.53"
"IN04 0004 5678 9012 09/06/2024 EMI Debit 2,604.49 51,957.04"
"IN04 0004 5678 9012 09/06/2024 Refund - Amazon 1,603.83 53,560.87"
"IN04 0004 5678 9012 09/06/2024 Pharmacy Purchase 18,021.44 35,539.43"
"IN04 0004 5678 9012 10/06/2024 Cashback Credit 3,374.78 38,914.21"
"IN04 0004 5678 9012 10/06/2024 Refund - Amazon 2,014.63 40,928.84"
"IN04 0004 5678 9012 10/06/2024 Life Insurance 3,922.60 37,006.24"
"IN04 0004 5678 9012 12/06/2024 Mutual Fund SIP 12,284.80 24,721.44"
"IN04 0004 5678 9012 12/06/2024 Myntra Order 5,073.43 19,648.01"
"IN04 0004 5678 9012 13/06/2024 Credit Card Payment 1,170.15 18,477.86"
"IN04 0004 5678 9012 13/06/2024 Uber Ride 365.10 18,112.76"
"IN04 0004 5678 9012 13/06/2024 Fuel - HPCL 1,346.45 16,766.31"
"IN04 0004 5678 9012 14/06/2024 Insurance Premium 7,610.20 9,156.11"
"IN04 0004 5678 9012 14/06/2024 Netflix Subscription 542.40 8,613.71"
"IN04 0004 5678 9012 15/06/2024 Stock Purchase 607.78 8,005.93"
"IN04 0004 5678 9012 15/06/2024 Refund - Flipkart 1,846.84 9,852.77"
"IN04 0004 5678 9012 15/06/2024 Broadband Bill 1,249.73 8,603.04"
"IN04 0004 5678 9012 19/06/2024 Health Insurance 561.55 8,041.49"
"IN04 0004 5678 9012 20/06/2024 Refund - Amazon 2,697.81 10,739.30"
"IN04 0004 5678 9012 20/06/2024 Metro Card Recharge 1,195.99 9,543.31"
"IN04 0004 5678 9012 21/06/2024 Cashback Credit 1,539.40 11,082.71"
"IN04 0004 5678 9012 21/06/2024 Refund - Flipkart 1,522.24 12,604.95"
"IN04 0004 5678 9012 21/06/2024 Life Insurance 760.20 11,844.75"
"IN04 0004 5678 9012 22/06/2024 EMI Debit 8,947.06 2,897.69"
"IN04 0004 5678 9012 22/06/2024 Mall Shopping 233.35 2,664.34"
"IN04 0004 5678 9012 22/06/2024 Car Insurance 309.80 2,354.54"
"IN04 0004 5678 9012 24/06/2024 Broadband Bill 808.37 1,546.17"
"IN04 0004 5678 9012 25/06/2024 Bus Booking 191.38 1,354.79"
"IN04 0004 5678 9012 25/06/2024 Prime Video 1,072.99 281.80"
IN04 0004 5678 9012 27/06/2024 Cash Deposit 49.95 231.85
IN04 0004 5678 9012 28/06/2024 Fuel - HPCL 37.22 194.63
IN04 0004 5678 9012 28/06/2024 Water Bill 203.97 -9.34
IN04 0004 5678 9012 28/06/2024 Life Insurance 139.83 -149.17
IN04 0004 5678 9012 29/06/2024 RD Installment 27.91 -177.08
IN04 0004 5678 9012 29/06/2024 DTH Recharge 153.06 -330.14
IN04 0004 5678 9012 30/06/2024 Mall Shopping 68.26 -398.40
IN04 0004 5678 9012 01/07/2024 Life Insurance -5.56 -392.84
"IN04 0004 5678 9012 01/07/2024 Dividend Credit 51,997.05 51,604.21"
"IN04 0004 5678 9012 01/07/2024 Refund - Amazon 4,871.93 56,476.14"
"IN04 0004 5678 9012 02/07/2024 Hospital Bill 1,090.68 55,385.46"
"IN04 0004 5678 9012 03/07/2024 IMPS Transfer 6,140.20 49,245.26"
"IN04 0004 5678 9012 03/07/2024 DTH Recharge 675.02 48,570.24"
"IN04 0004 5678 9012 03/07/2024 Postpaid Bill 708.66 47,861.58"
"IN04 0004 5678 9012 04/07/2024 Term Plan 2,218.43 45,643.15"
"IN04 0004 5678 9012 04/07/2024 Mobile Recharge 365.95 45,277.20"
"IN04 0004 5678 9012 04/07/2024 Car Insurance 4,675.45 40,601.75"
"IN04 0004 5678 9012 05/07/2024 Hotel Booking 13,109.87 27,491.88"
"IN04 0004 5678 9012 05/07/2024 Bus Pass 685.92 26,805.96"
"IN04 0004 5678 9012 05/07/2024 Car Insurance 11,037.27 15,768.69"
"IN04 0004 5678 9012 06/07/2024 Hotel Booking 12,433.17 3,335.52"
"IN04 0004 5678 9012 07/07/2024 Grocery - BigBasket 2,442.23 893.29"
"IN04 0004 5678 9012 08/07/2024 UPI Received 36,311.66 37,204.95"
"IN04 0004 5678 9012 09/07/2024 Amazon Purchase 7,139.45 30,065.50"
"IN04 0004 5678 9012 09/07/2024 Car Insurance 14,628.79 15,436.71"
"IN04 0004 5678 9012 09/07/2024 Hotel Booking 916.44 14,520.27"
"IN04 0004 5678 9012 10/07/2024 Amazon Purchase 8,443.60 6,076.67"
"IN04 0004 5678 9012 10/07/2024 Grocery - BigBasket 2,333.18 3,743.49"
"IN04 0004 5678 9012 11/07/2024 Cashback Credit 4,983.86 8,727.35"
"IN04 0004 5678 9012 11/07/2024 ATM Withdrawal 604.54 8,122.81"
"IN04 0004 5678 9012 11/07/2024 Dividend Credit 33,570.33 41,693.14"
"IN04 0004 5678 9012 12/07/2024 Cash Deposit 3,078.65 38,614.49"
"IN04 0004 5678 9012 12/07/2024 Refund - Amazon 2,923.41 41,537.90"
"IN04 0004 5678 9012 12/07/2024 Hospital Bill 10,124.56 31,413.34"
"IN04 0004 5678 9012 13/07/2024 GST Refund 703.00 32,116.34"
"IN04 0004 5678 9012 13/07/2024 Hotstar 705.53 31,410.81"
"IN04 0004 5678 9012 14/07/2024 Myntra Order 853.60 30,557.21"
"IN04 0004 5678 9012 14/07/2024 Internet Bill 4,371.23 26,185.98"
"IN04 0004 5678 9012 15/07/2024 Broadband Bill 1,396.66 24,789.32"
"IN04 0004 5678 9012 15/07/2024 Lab Test 12,297.34 12,491.98"
"IN04 0004 5678 9012 16/07/2024 Rental Income 37,683.15 50,175.13"
"IN04 0004 5678 9012 16/07/2024 Gas Bill 3,710.66 46,464.47"
"IN04 0004 5678 9012 17/07/2024 EMI Debit 17,114.57 29,349.90"
"IN04 0004 5678 9012 17/07/2024 GST Refund 313.45 29,663.35"
"IN04 0004 5678 9012 17/07/2024 Electricity Bill 1,226.32 28,437.03"
"IN04 0004 5678 9012 19/07/2024 Hospital Bill 14,148.66 14,288.37"
"IN04 0004 5678 9012 19/07/2024 Flight Ticket - IndiGo 900.59 13,387.78"
"IN04 0004 5678 9012 19/07/2024 Restaurant Bill 942.78 12,445.00"
"IN04 0004 5678 9012 20/07/2024 RD Installment 6,068.30 6,376.70"
"IN04 0004 5678 9012 20/07/2024 Mobile Recharge 272.24 6,104.46"
"IN04 0004 5678 9012 20/07/2024 Flipkart Order 349.55 5,754.91"
"IN04 0004 5678 9012 21/07/2024 Postpaid Bill 1,251.42 4,503.49"
"IN04 0004 5678 9012 22/07/2024 UPI Payment 314.29 4,189.20"
"IN04 0004 5678 9012 24/07/2024 Loan Repayment 388.06 3,801.14"
"IN04 0004 5678 9012 26/07/2024 ATM Withdrawal 312.22 3,488.92"
"IN04 0004 5678 9012 26/07/2024 Myntra Order 2,475.88 1,013.04"
IN04 0004 5678 9012 28/07/2024 Term Plan 242.14 770.90
"IN04 0004 5678 9012 28/07/2024 UPI Payment 13,311.19 14,082.09"
"IN04 0004 5678 9012 28/07/2024 UPI Received 853.63 13,228.46"
"IN04 0004 5678 9012 29/07/2024 Ola Ride 2,414.60 10,813.86"
"IN04 0004 5678 9012 30/07/2024 Netflix Subscription 1,141.06 9,672.80"
"IN04 0004 5678 9012 30/07/2024 Dividend Credit 33,604.32 43,277.12"
"IN04 0004 5678 9012 31/07/2024 Hospital Bill 4,877.59 38,399.53"
"IN04 0004 5678 9012 31/07/2024 Loan Repayment 3,586.46 34,813.07"
"IN04 0004 5678 9012 31/07/2024 Life Insurance 2,862.64 31,950.43"
"IN04 0004 5678 9012 01/08/2024 Hospital Bill 2,499.98 29,450.45"
"IN04 0004 5678 9012 01/08/2024 RD Installment 1,657.65 27,792.80"
"IN04 0004 5678 9012 01/08/2024 Refund - Flipkart 1,827.27 29,620.07"
"IN04 0004 5678 9012 03/08/2024 Freelance Payment 41,721.73 71,341.80"
"IN04 0004 5678 9012 03/08/2024 GST Refund 2,408.38 73,750.18"
"IN04 0004 5678 9012 04/08/2024 Mall Shopping 12,202.72 61,547.46"
"IN04 0004 5678 9012 04/08/2024 NEFT Outward 17,477.42 44,070.04"
"IN04 0004 5678 9012 04/08/2024 Cafe Coffee Day 907.02 43,163.02"
"IN04 0004 5678 9012 05/08/2024 ATM Withdrawal 13,128.41 30,034.61"
"IN04 0004 5678 9012 05/08/2024 Mobile Recharge 1,402.87 28,631.74"
"IN04 0004 5678 9012 05/08/2024 Dividend Credit 11,297.76 39,929.50"
"IN04 0004 5678 9012 06/08/2024 Flight Ticket - IndiGo 27,244.07 12,685.43"
"IN04 0004 5678 9012 06/08/2024 FD Opening 7,856.02 4,829.41"
"IN04 0004 5678 9012 06/08/2024 Gas Bill 350.86 4,478.55"
"IN04 0004 5678 9012 07/08/2024 UPI Payment 331.48 4,147.07"
"IN04 0004 5678 9012 07/08/2024 Bonus Credit 35,976.46 40,123.53"
"IN04 0004 5678 9012 08/08/2024 Cash Deposit 7,431.42 32,692.11"
"IN04 0004 5678 9012 08/08/2024 UPI Payment 30,792.14 63,484.25"
"IN04 0004 5678 9012 08/08/2024 Postpaid Bill 747.49 62,736.76"
"IN04 0004 5678 9012 09/08/2024 Term Plan 1,156.25 61,580.51"
"IN04 0004 5678 9012 10/08/2024 Cashback Credit 1,604.03 63,184.54"
"IN04 0004 5678 9012 10/08/2024 Broadband Bill 1,160.05 62,024.49"
"IN04 0004 5678 9012 10/08/2024 PPF Contribution 40,487.79 21,536.70"
"IN04 0004 5678 9012 11/08/2024 Refund - Flipkart 1,094.79 22,631.49"
"IN04 0004 5678 9012 11/08/2024 Meesho 4,037.90 18,593.59"
"IN04 0004 5678 9012 13/08/2024 Salary Credit 5,438.53 24,032.12"
"IN04 0004 5678 9012 13/08/2024 Amazon Purchase 2,741.68 21,290.44"
"IN04 0004 5678 9012 13/08/2024 RD Installment 1,239.59 20,050.85"
"IN04 0004 5678 9012 14/08/2024 Health Insurance 1,129.72 18,921.13"
"IN04 0004 5678 9012 14/08/2024 Postpaid Bill 1,448.36 17,472.77"
"IN04 0004 5678 9012 14/08/2024 Cash Deposit 900.29 16,572.48"
"IN04 0004 5678 9012 15/08/2024 Zomato Order 350.83 16,221.65"
"IN04 0004 5678 9012 17/08/2024 Insurance Premium 3,533.83 12,687.82"
"IN04 0004 5678 9012 18/08/2024 ATM Withdrawal 8,997.88 3,689.94"
"IN04 0004 5678 9012 19/08/2024 Myntra Order 222.65 3,467.29"
"IN04 0004 5678 9012 20/08/2024 Swiggy Order 481.98 2,985.31"
"IN04 0004 5678 9012 20/08/2024 Internet Bill 248.85 2,736.46"
"IN04 0004 5678 9012 20/08/2024 Term Plan 185.08 2,551.38"
"IN04 0004 5678 9012 21/08/2024 Grocery - BigBasket 99.06 2,452.32"
"IN04 0004 5678 9012 21/08/2024 Cash Deposit 293.85 2,158.47"
"IN04 0004 5678 9012 21/08/2024 Postpaid Bill 933.77 1,224.70"
"IN04 0004 5678 9012 22/08/2024 Restaurant Bill 168.77 1,055.93"
IN04 0004 5678 9012 22/08/2024 Postpaid Bill 234.76 821.17
IN04 0004 5678 9012 23/08/2024 Ola Ride 131.24 689.93
IN04 0004 5678 9012 23/08/2024 Hotstar 187.98 501.95
"IN04 0004 5678 9012 23/08/2024 GST Refund 4,451.25 4,953.20"
"IN04 0004 5678 9012 25/08/2024 IMPS Transfer 288.31 4,664.89"
"IN04 0004 5678 9012 25/08/2024 Mobile Recharge 756.41 3,908.48"
"IN04 0004 5678 9012 25/08/2024 Stock Purchase 317.08 3,591.40"
"IN04 0004 5678 9012 26/08/2024 GST Refund 699.23 4,290.63"
"IN04 0004 5678 9012 26/08/2024 Gym Membership 382.82 3,907.81"
"IN04 0004 5678 9012 27/08/2024 Loan Repayment 365.85 3,541.96"
"IN04 0004 5678 9012 27/08/2024 NEFT Outward 313.84 3,228.12"
"IN04 0004 5678 9012 28/08/2024 Water Bill 865.94 2,362.18"
"IN04 0004 5678 9012 29/08/2024 Mall Shopping 221.92 2,140.26"
"IN04 0004 5678 9012 29/08/2024 Uber Ride 1,692.65 447.61"
IN04 0004 5678 9012 29/08/2024 Grocery - BigBasket 100.22 347.39
IN04 0004 5678 9012 30/08/2024 DTH Recharge 256.65 90.74
IN04 0004 5678 9012 01/09/2024 Flight Ticket - IndiGo 37.47 53.27
IN04 0004 5678 9012 01/09/2024 Metro Card Recharge 77.33 -24.06
IN04 0004 5678 9012 02/09/2024 EMI Debit 114.63 -138.69
"IN04 0004 5678 9012 02/09/2024 Refund - Flipkart 4,274.37 4,135.68"
"IN04 0004 5678 9012 05/09/2024 Loan Repayment 360.38 3,775.30"
"IN04 0004 5678 9012 05/09/2024 Meesho 361.86 3,413.44"
"IN04 0004 5678 9012 05/09/2024 Meesho 821.15 2,592.29"
"IN04 0004 5678 9012 07/09/2024 ATM Withdrawal 312.70 2,279.59"
"IN04 0004 5678 9012 08/09/2024 Broadband Bill 1,091.14 1,188.45"
IN04 0004 5678 9012 09/09/2024 Mobile Recharge 315.17 873.28
IN04 0004 5678 9012 09/09/2024 BookMyShow 77.03 796.25
IN04 0004 5678 9012 09/09/2024 Metro Card Recharge 195.96 600.29
IN04 0004 5678 9012 11/09/2024 Term Plan 135.97 464.32
IN04 0004 5678 9012 13/09/2024 Prime Video 159.57 304.75
IN04 0004 5678 9012 13/09/2024 DTH Recharge 68.59 236.16
IN04 0004 5678 9012 14/09/2024 Airport Cab 202.66 33.50
"IN04 0004 5678 9012 14/09/2024 Rental Income 75,780.52 75,814.02"
"IN04 0004 5678 9012 14/09/2024 Stock Purchase 38,622.52 37,191.50"
"IN04 0004 5678 9012 17/09/2024 Prime Video 1,474.70 35,716.80"
"IN04 0004 5678 9012 17/09/2024 Internet Bill 401.19 35,315.61"
"IN04 0004 5678 9012 19/09/2024 Refund - Amazon 4,889.78 40,205.39"
"IN04 0004 5678 9012 20/09/2024 Airport Cab 26,607.75 13,597.64"
"IN04 0004 5678 9012 20/09/2024 Postpaid Bill 1,322.84 12,274.80"
"IN04 0004 5678 9012 21/09/2024 Cashback Credit 89.12 12,363.92"
"IN04 0004 5678 9012 21/09/2024 Health Insurance 656.10 11,707.82"
"IN04 0004 5678 9012 22/09/2024 Stock Purchase 714.02 10,993.80"
"IN04 0004 5678 9012 22/09/2024 UPI Received 708.19 10,285.61"
"IN04 0004 5678 9012 22/09/2024 Hotel Booking 540.29 9,745.32"
"IN04 0004 5678 9012 23/09/2024 Hotel Booking 600.02 9,145.30"
"IN04 0004 5678 9012 23/09/2024 Ola Ride 1,559.43 7,585.87"
"IN04 0004 5678 9012 24/09/2024 Rental Income 61,778.47 69,364.34"
"IN04 0004 5678 9012 24/09/2024 Electricity Bill 236.67 69,127.67"
"IN04 0004 5678 9012 25/09/2024 Fuel - HPCL 2,193.20 66,934.47"
"IN04 0004 5678 9012 25/09/2024 Salary Credit 59,898.96 126,833.43"
"IN04 0004 5678 9012 26/09/2024 Health Insurance 7,154.02 119,679.41"
"IN04 0004 5678 9012 26/09/2024 Swiggy Order 1,165.94 118,513.47"
"IN04 0004 5678 9012 28/09/2024 Spotify Premium 1,227.35 117,286.12"
"IN04 0004 5678 9012 28/09/2024 NEFT Inward 28,642.96 88,643.16"
"IN04 0004 5678 9012 28/09/2024 ATM Withdrawal 7,331.57 81,311.59"
"IN04 0004 5678 9012 29/09/2024 ATM Withdrawal 14,429.84 66,881.75"
"IN04 0004 5678 9012 29/09/2024 Freelance Payment 12,892.02 79,773.77"
"IN04 0004 5678 9012 30/09/2024 Car Insurance 7,087.49 72,686.28"
"IN04 0004 5678 9012 01/10/2024 Broadband Bill 1,259.64 71,426.64"
"IN04 0004 5678 9012 05/10/2024 Refund - Flipkart 2,407.45 73,834.09"
"IN04 0004 5678 9012 05/10/2024 Mutual Fund SIP 18,780.06 55,054.03"
"IN04 0004 5678 9012 05/10/2024 Bonus Credit 49,117.96 104,171.99"
"IN04 0004 5678 9012 06/10/2024 Car Insurance 8,972.40 95,199.59"
"IN04 0004 5678 9012 06/10/2024 Cash Deposit 19,931.98 75,267.61"
"IN04 0004 5678 9012 06/10/2024 Broadband Bill 1,124.14 74,143.47"
"IN04 0004 5678 9012 07/10/2024 Life Insurance 2,593.02 71,550.45"
